UNITID,INSTNM,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,FPOFFER,HDEGOFFR,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,IALIAS,INSTCAT,CCBASIC,CCIPUG,CCIPGRAD,CCUGPROF,CCENRPRF,CCSIZSET,CARNEGIE,TENURSYS,LANDGRNT,INSTSIZE,CBSA,CBSATYPE,CSA,NECTA,DFRCGID 
443669,Milan Institute,950 Industrial Way,Sparks,NV,89431,32,8,Gary Yasuda,President,7753487200,-1,2497309,1, , , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,39900,1,456,-2,60
443678,Blaine the Beauty Career Schools-Framingham,624 Worcester Rd,Framingham,MA,1701,25,1,Michael Bouman,President/COO,5.70429E+13,42381240,2079401,1,www.empire.edu, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,14460,1,148,71650,33
443687,Westwood College-Chicago Loop,17 N State St-Ste 300,Chicago,IL,60602,17,3,Brian Olson,Executive Director,3125783860,-1,3072702,1,www.westwood.edu, , , ,3,1,3,5,1,2,2,30,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,14,0,-1,6,2,6,-3,2,2,1,16980,1,176,-2,132
443696,Interactive Learning Systems,256 N Sam Houston Pkwy  Suite 130,Houston,TX,77060,48,6,Elmer R Smith,President,2819317717,581706229,2331304,1,www.ict-ils.edu, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,26420,1,288,-2,71
443702,Bexley Hall Episcopal Seminary,26 Broadway,Rochester,NY,14607-1704,36,2,The Very Rev'd John R Kevern PhD,President & Dean,5855462160,237167956,3747300,1,www.bexley.edu,www.bexley.edu/admission,www.bexley.edu/FinAid,www.bexley.edu/forms,2,1,2,7,2,1,1,21,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,Bexley Hall Seminary |Bexley Hall |Bexley Institute,1,24,-2,-2,-2,7,-2,-3,1,2,1,40380,1,464,-2,192
443711,University of North Texas System,"Unt Gateway Center, 801 North Texas Blvd",Denton,TX,76201,48,6,Lee Jackson,Chancellor,9405652904,-1,003594A1,2,untsystem.unt.edu/, , , ,0,1,1,9,1,1,2,10,1,2,2,-2,2,12,1,A ,-2,-2,-2,1,1,1,1,-2, ,-2,-3,-3,-3,-3,-3,-3,-3,1,2,-2,19100,1,206,-2,-2
443720,High-Tech Institute-Atlanta,2450 Piedmont Road NE,Atlanta,GA,30324,13,5,Melissa Gray,Executive Assistant,6782797000,-1,2263105,1,www.hightechinstitute.edu, , , ,6,2,3,3,1,2,2,40,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,4,10,1,-1,4,1,2,-3,2,2,1,12060,1,122,-2,118
443739,Allied College South,645 Gravois Bluffs Blvd,Fenton,MO,63026,29,4,Suzanne Marshall-Caby,Campus President,6363267300,-1,2239202,1,www.hightechinstitute.edu, , , ,6,2,3,3,1,2,2,40,1,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,4,10,1,-1,4,1,1,-3,2,2,1,41180,1,476,-2,117
443748,Everest Institute-Norcross,1750 Beaver Ruin Rd-Ste 500,Norcross,GA,30093,13,5,Larry Veeneman,President,7709211085,954520525,1112301,1,www.cci.edu, , , ,9,3,3,1,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,12060,1,122,-2,56
443827,Career Centers of Texas-Brownsville,1900 North Expressway,Brownsville,TX,78521,48,6,Rolando Rodriguez,Executive Director,9565478200,582257043,025919A1,2, , , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,15180,1,154,-2,54
443836,Career Centers of Texas-Corpus Christi,1620 S. Padre Island Drive,Corpus Christ,TX,78416,48,6,Jeriann Hix,President,3618522900,-1,009466A1,2, , , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,18580,1,204,-2,54
443845,American Professional Institute,1990 Riverside Dr,Macon,GA,31211,13,5,Gaylinda Lippmann-Cuff,CEO-President,4783144444,-1,2266200,1,www.api.edu, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,31420,1,356,-2,18
443854,Everest College-Arlington,2801 E Division St-Ste #250,Arlington,TX,76011,48,6,Timothy Bush,President,8176527790,330717311,481102,1, , , , ,6,2,3,3,1,2,2,40,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,4,10,0,-1,2,1,1,-3,2,2,1,19100,1,206,-2,123
443863,Gemological Institute of America-Los Angeles,"600 Corporate Pointe, Suite 100",Culver City,CA,90230-7616,6,8,Veronica Clark-Hudson,School Director,3106702100,-1,2231902,1,www.gia.edu, , , ,8,3,2,1,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,-2,2,1,31100,1,348,-2,17
443872,University of Phoenix-Eastern Washington Campus,8775 E. Mission Avenue,Spokane Valley,WA,99212-2531,53,8,"William Pepicello, PhD",President,5093272443,-1,020988D0,2,www.phoenix.edu, ,faw.phoenix.edu,myapply.phoenix.edu,3,1,3,7,1,1,2,20,1,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,2,0,0,0,9,4,6,-3,2,2,1,44060,1,-2,-2,215
443881,University of Phoenix-Columbus Georgia Campus,"4747 Hamilton Road, Suite E",Columbus,GA,31904-6321,13,5,"William Pepicello, PhD",President,7063201266,-1,020988D1,2,www.phoenix.edu, ,faw.phoenix.edu,myapply.phoenix.edu,3,1,3,7,1,1,2,20,1,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,2,29,-2,-2,-2,4,-2,-3,2,2,1,17980,1,194,-2,207
443890,University of Phoenix-Memphis Campus,"65 Germantown Court, Suite 100",Cordova,TN,38018-7290,47,5,"William Pepicello, PhD",President,9017511086,-1,020988D2,2,www.phoenix.edu, ,faw.phoenix.edu,myapply.phoenix.edu,3,1,3,7,1,1,2,20,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,29,-2,-2,-2,5,-2,-3,2,2,1,32820,1,-2,-2,207
443906,University of Phoenix-Columbus Ohio Campus,8415 Pulsar Place,Columbus,OH,43240-4032,39,3,"William Pepicello, PhD",President,6144430095,-1,020988D3,2,www.phoenix.edu, ,faw.phoenix.edu,myapply.phoenix.edu,3,1,3,7,1,1,2,20,1,2,-2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1, ,2,0,0,0,9,5,6,-3,2,2,1,18140,1,198,-2,215
443915,University of Phoenix-Central Massachusetts Campus,One Research Drive,Westborough,MA,01581-3906,25,1,"William Pepicello, PhD",President,5086144100,-1,020988D4,2,www.phoenix.edu, ,faw.phoenix.edu,myapply.phoenix.edu,3,1,3,7,1,1,2,20,1,2,-2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1, ,2,0,0,0,9,5,6,-3,2,2,1,49340,1,148,79600,215
443924,University of Phoenix-Little Rock Campus,10800 Financial Centre Parkway,Little Rock,AR,72211-3500,5,5,"William Pepicello, PhD",President,5012259337,-1,020988D5,2,www.phoenix.edu, ,faw.phoenix.edu,myapply.phoenix.edu,3,1,3,7,1,1,2,20,1,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,2,0,0,0,9,5,6,-3,2,2,1,30780,1,340,-2,215
443933,Ross Medical Education Center,"300 S. Riverside, Suite A",Saint Clair,MI,48079,26,3,Paul Mitchell,President,8106376100,382018808,3391301,1,www.rossmedicaleducation.com, , , ,9,3,3,1,1,2,2,0,2,2,-2,2,2,23,1,M ,-2,2008,9/14/07,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,-2,2,1,19820,1,220,-2,64
443942,Headmasters School of Hair Design-Boise,5244 W. Overland Road,Boise,ID,83705,16,7,Eric K Negaard,CEO,2084298070,820387676,2319801,1,www.headmastersschool.com, , , ,6,2,3,4,1,2,2,0,2,2,-2,-2,2,12,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,14260,1,-2,-2,27
443951,Charlie's Guard-Detective Bureau and Academy Inc,Road 107 Km 3.1 Bo. Borinquen,Aguadilla,PR,603,72,9,Mr. Leocadio Nieves,President,7878827222,660556146,3735400,1,www.charliesacademy.edu, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,Charlie's Academy,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,10380,1,-2,-2,223
443979,The Salon Professional Academy,4411 Winnetka Ave N,New Hope,MN,55428,27,4,Angela Torgeson,President,7635360772,460474924,2160901,1,www.thesalonprofessionalacademy.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,33460,1,378,-2,25
443997,DeVry University-Nevada,"2490 Paseo Verde Parkway, Ste 150",Henderson,NV,89074-7120,32,8,LaShung Willis,Center Dean,8667833879,362781982,010727A2,2,www.devry.edu, , , ,3,1,3,7,1,1,2,20,1,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,2,0,0,0,6,4,6,-3,2,2,1,29820,1,332,-2,215
444015,Everest College-Chicago,247 South State Street #400,Chicago,IL,60604,17,3,Jeff Jarmes,President,3129131616,22835,1102401,1, , , , ,9,3,3,1,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,16980,1,176,-2,54
444024,Everest College-Tacoma,2156 Pacific Avenue,Tacoma,WA,98402-3004,53,8,Timothy E. Allen,President,2532074000,943343608,2300104,1,www.cci.edu, , , ,9,3,3,1,1,2,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,42660,1,500,-2,57
444033,DeVry University-Oregon,Peterkort Center II - 9755 SW Barnes Road-Ste 150,Portland,OR,97225-6651,41,8,Annette Hammer,Center Dean,5032967468,362781982,010727A3,2,www.devry.edu, , , ,3,1,3,7,1,1,2,20,1,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,2,0,0,0,5,5,6,-3,2,2,1,38900,1,-2,-2,215
444042,National College of Business and Technology-Rio Grande,Carr. #3 Km 22.01 - Barrio Cienaga Baja,Rio Grande,PR,745,72,9,Lic. Lourdes Balseiro,Executive Director,8009810812,660394377,2260602,1,www.nationalcollegepr.edu, , , ,3,1,3,5,1,2,2,30,1,2,-2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1,National College of Business and Technology- Colegio Universitario,3,10,0,-1,3,1,2,-3,1,2,2,41980,1,490,-2,221
444051,Creative Images Institute of Cosmetology,568 Miamisburg-Centrville Rd,Dayton,OH,45459,39,3,Nicholas E Schindler,President,9374331944,311391827,3319301,1,www.cosmetologyexcellence.com, , , ,6,2,3,4,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,19380,1,212,-2,32
444060,Westwood College-Houston South,7322 Southwest Fwy Suite 110,Houston,TX,77074,48,6,Rick Skinner,Executive Director,7137774433,-1,754805,1,www.westwood.edu, , , ,6,2,3,3,1,2,2,40,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,4,10,0,-1,4,1,1,-3,2,2,1,26420,1,288,-2,124
444079,North Florida Institute-Jacksonville,5995-3 University Blvd West,Jacksonville,FL,32216,12,5,Roger Bradley,President,9044436300,593540453,3434301,1, , , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,27260,1,-2,-2,24
444088,International Institute of the Americas,4201 Central Ave Nw-Ste J,Albuquerque,NM,87105,35,6,Rich Coffel,Campus Director,5058802877,860372922,2218808,1,www.iia.edu, , , ,3,1,3,5,1,2,2,30,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,3,13,0,-1,9,2,6,-3,2,2,1,10740,1,-2,-2,131
444103,Byzantine Catholic Seminary,3605 Perrysville Ave,Pittsburgh,PA,15214,42,2,Fr John G Petro,President,4123217550,-1,-2,6,www.byzcathsem.org, , , ,2,1,2,7,2,1,1,21,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,2,1, ,1,24,-2,-2,-2,7,-2,-3,2,2,1,38300,1,430,-2,-2
444121,Remington College-Cleveland West Campus,26350 Brookpark Road,North Olmsted,OH,44070-2163,39,3,Gary A. Azotea,Campus President,4407772560,710812239,777704,1,www.remingtoncollege.edu, , , ,6,2,3,3,1,2,2,40,1,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,4,10,0,-1,4,1,1,-3,2,2,1,17460,1,184,-2,114
444130,Northcentral University,10000 E. University Dr,Prescott Valley,AZ,86314,4,6,Dr. Clinton Gardner,President,8883272877,860930587,3813300,5,www.ncu.edu,www.ncu.edu/admissions.asp,www.ncu.edu/financial_assistance_programs.asp,www.ncu.edu/apply_now.asp,3,1,3,9,1,1,2,10,1,2,-2,2,2,23,1,R ,-2,-2,-2,1,1,1,2,1, ,2,17,14,18,5,6,6,-3,2,2,2,39140,1,-2,-2,-2
444149,Roadmaster Truck Driving Institute,4060 Perimeter Drive,Columbus,OH,43228,39,3,Ron Patterson,Government Contract Coordinator,6143511748,593345545,-2,6,www.roadmaster.com, , , ,9,3,3,1,1,2,2,0,2,2,-2,-1,2,41,1,A ,-2,-2,-2,1,1,1,2,2, ,6,-3,-3,-3,-3,-3,-3,-3,-1,2,-1,18140,1,198,-2,-2
444158,Colorado Technical University Online,4435 N Chestnut-Ste E,Colorado Springs,CO,80907,8,7,Dr. Wallace Pond,Chancellor,8668131836,-1,1014805,1,www.ctuonline.edu, , , ,3,1,3,7,1,1,2,20,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,Colorado Tech Online| CTU Online | CTU |,2,29,-2,-2,-2,4,-2,-3,2,2,5,17820,1,-2,-2,206
444167,Baker College of Allen Park,4500 Enterprise Dr,Allen Park,MI,48101,26,3,Aaron Maike,Campus President,3134253700,-1,467317,1,www.baker.edu, , , ,2,1,2,5,1,2,2,30,1,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,3,13,0,-1,5,2,6,-3,2,2,2,19820,1,220,-2,131
444176,Americare School of Allied Health,11141 Georgia Ave #418,Wheaton,MD,20902,24,2,Charles Finn,President,3019334660,521866470,3771300,1,americareschool.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2,Americare,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,47900,1,548,-2,64
444194,Bayamon Community College,17 Maceo St,Bayamon,PR,959,72,9,Tanus Saad,President,7877804242,-1,3758300,1,www.bccpr.org, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,41980,1,490,-2,223
444200,Star Technical Institute,"Blue Hen Corporate Center, 655 Sout Bay Rd-Ste 5g2",Dover,DE,19901,10,2,Jamie Kavelak,Director,3027366111,-1,2586902,1,starinstitute.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,20100,1,-2,-2,62
444219,Folsom Lake College,10 College Parkway,Folsom,CA,95630,6,8,Thelma Scott-Skillman,President,9166086572,94157634,3871300,1,www.flc.losrios.edu/, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1,Folsom Lake | FLC,4,7,0,-1,1,1,3,-3,1,2,3,40900,1,472,-2,103
444228,LeGrand Institute of Cosmetology Inc,2418 Broad St,Camden,SC,29020,45,5,Debra R Legrand,CEO,8034258449,753063512,3746300,1,www.legrandinstitute.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,31,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,17900,1,192,-2,51
444237,Everest College-Detroit,300 River Place Dr-Ste 1000,Detroit,MI,48207-4291,26,3,Joseph Egelski,President,3135675350,954520525,982803,1,WWW.Everest.edu, , , ,9,3,3,1,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,19820,1,220,-2,56
444255,Draughons Junior College-Murfreesboro,415 Golden Bear Court,Murfreesboro,TN,37128,47,5,Mark A Gabis,President,6152179347,62183164,493404,1,www.draughons.edu, , , ,6,2,3,3,1,2,2,40,1,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,4,10,0,-1,2,1,1,-3,2,2,1,34980,1,400,-2,119
444264,Cambridge Technical Institute,Calle Carazo #67,Guaynabo,PR,969,72,9,Juan C. Vargas,President & CEO,7872630453,-1,3785300,1, , , , ,9,3,3,1,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,41980,1,490,-2,222
444273,Southern Careers Institute Inc-Laredo,4805 Maher,Laredo,TX,78041,48,6,Joel P. Meck,Executive Vice-President,5124484795,30415394,3035304,1,www.scitexas.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,29700,1,-2,-2,61
444282,Empire Beauty School-Midlothian,10807 Hull Street Rd,Midlothian,VA,23112,51,5,McHael Bouman,President,8002233271,208997579,966601,1,www.empire.edu, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,40060,1,-2,-2,40
444291,Empire Beauty School-Owings Mills,9616 Reisterstown Rd,Owings Mills,MD,21117,24,2,Michael Bouman,President,8002233271,208997579,966401,1,www.empire.edu, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,12580,1,548,-2,34
444307,Empire Beauty School-West Mifflin,2393 Mountain View Dr,West Mifflin,PA,15122,42,2,Michael Bouman,President,8002233271,208997579,1054104,1,www.empire.edu, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,38300,1,430,-2,30
444316,Academy of Nail Skin and Hair Inc,"928 Broadwater Ave, Suite B",Billings,MT,59101,30,7,Brenda Zimmerer,Financial Aid Director,4062523232,-1,3763400,1,academyofnailskinandhair.com, , , ,6,2,3,4,1,2,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,13740,1,-2,-2,32
444325,ATI College,12440 Firestone Blvd Ste 2001,Norwalk,CA,90650,6,8,LISA JEE,EXECUTIVE DIRECTOR,5.62864E+11,-1,3740400,1,www.ati.edu, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,31100,1,348,-2,60
444334,Advance Science Institute,3750 W 12 Ave,Hialeah,FL,33012,12,5,Pablo J. Perez,School Director,3058275452,650817841,3757300,1, , , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,33100,1,-2,-2,61
444343,Advanced College,13180 Paramount Blvd.,South Gate,CA,90280,6,8,Dr. Mehdi Karimpour,CEO/Director,5624086969,954739195,3786300,1,www.advancedcollege.edu, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,31100,1,348,-2,60
444352,Advanced Tech College,Barbosa St #24,Bayamon,PR,961,72,9,Jesus Sanchez Olmo,President,7877876841,660549359,3843300,1, , , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,41980,1,490,-2,223
444361,Advanced Training Associates,"1810 Gillespie Way, Suite 104",El Cajon,CA,92020,6,8,Joann Ferrera,President/Director,6195962766,50558087,3532400,1,www.advancedtraining.edu, , , ,9,3,3,1,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,41740,1,-2,-2,71
444370,American Advanced Technicians Institute,6801 W 20th St,Hialeah,FL,33014,12,5,Nayibe Marino,School Director,3053625519,650606684,3491400,1,www.aationline.com, , , ,9,3,3,1,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,33100,1,-2,-2,70
444389,Anamarc Educational Institute,3210 Dyer,El Paso,TX,79930,48,6,Marc Houde,Chief Administrator Officer,9153518100,-1,3756300,1,www.anamarc.edu, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,21340,1,-2,-2,57
444398,Baptist University of the Americas,8019 Pan Am Expwy,San Antonio,TX,78224-1336,48,6,Rene Maciel,President,2.10924E+12,742599785,3733300,1,www.bua.edu, , , ,2,1,2,5,1,2,2,30,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,24,-2,-2,-2,2,-2,-3,1,2,1,41700,1,-2,-2,188
444404,The Beauty Institute,2215 N Military Trl,West  Palm Beach,FL,33409,12,5,Debra Edwards,President,5616880225,-1,3801400,1,www.thebeautyinstitute.edu, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,33100,1,-2,-2,31
444413,Beis Medrash Heichal Dovid,257 Beach 17th St,Far Rockaway,NY,11691,36,2,Rabbi Yakov Bender,Dean,7.18868E+12,-1,3713300,1, , , , ,2,1,2,7,1,1,2,20,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,24,-2,-2,-2,3,-2,-3,1,2,1,35620,1,408,-2,191
444422,Bellefonte Academy of Beauty,420 Belfont St,Russell,KY,41169,21,5,William C. Stull Jr.,School Director/Owner,6068335446,611113059,3804300,1, , , , ,6,2,3,4,1,2,2,0,2,2,-2,2,2,22,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,26580,1,-2,-2,31
444440,Blue Cliff Career College,"2970 Cottage Hill Rd., Suite 175",Mobile,AL,36606,1,5,Richard Denney,Owner/President/CEO,2514732220,631257125,3783300,1,BLUECLIFFMASSAGE.COM, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,33660,1,380,-2,60
444459,Burlington Technical Center,52 Institute Road,Burlington,VT,05408-2721,50,1,Mark Aliquo,Director,8028648436,36000410,3708300,1,burlingtonaviationtech.org, , , ,7,3,1,1,1,2,2,0,2,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,15540,1,-2,72400,10
444468,Career Beauty College,110 Waterloo St,Lawrenceburg,TN,38464,47,5,Karen Risner, ,9317669900,-1,3841300,1, , , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,29980,2,-2,-2,50
444477,Carnegie Institute of Integrative Medicine and Massotherapy,1292 Waterloo Rd,Suffield,OH,44260,39,3, , ,3306301132,-1,3693300,1,carnegieinstitute.net, , , ,5,2,2,3,1,2,2,40,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,2, ,4,-3,-3,-3,-3,-3,-3,-3,2,2,1,10420,1,184,-2,107
444486,Carolina Academy of Cosmetic Art & Science,284 E Garrison Blvd,Gastonia,NC,28054,37,5,Steve Pollak,Owner,7048648723,562233936,3777300,1,www.carolinaacademy.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,16740,1,172,-2,27
444501,Chetta's Academy of Hair and Nails,1222 E Front ST,Port Angeles,WA,98362,53,8,Chetta Wallace,Owner,3604170388,911405766,3707500,1, , , , ,6,2,3,4,1,2,2,0,2,2,-2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,38820,2,-2,-2,51
444510,CES College,"3251 West 6th Street, Suite 202",Los Angeles,CA,90020-5020,6,8,Zigmund Vays,President,2133815220,954506631,3695300,1,eduinla.com, , , ,8,3,2,1,1,2,2,0,2,2,2,2,2,11,1,A ,-2,-2,-2,1,2,2,3,1, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,31100,1,348,-2,-2
444529,Computer Tutor Business and Technical Institute,4306 Sisk Rd,Modesto,CA,95356,6,8,George Rawe,Director,2095455200,-1,3759300,1,www.computertutor.com, , , ,9,3,3,1,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,33700,1,-2,-2,62
444547,Court Reporting Institute of Louisiana,12090 S. Harrells Ferry Road,Baton Rouge,LA,70816-2246,22,5,Sherrijean A. Husser,Director,2252921950,721439992,3810500,1,www.cril.edu, , ,www.cril.edu,6,2,3,4,1,2,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,12940,1,132,-2,21
